Label,ABA,ABC,ACA,ACC,ACB,ADC,ACD,ADA,ASD,ASF,ASG,ASH,ASJ,ASK,ASL,ASZ,ASX,ASC,ASV,ASB,ASN,ASM,ASQ,ASW,ASE,ASR,AST,ASY,ASU,ASI,ASO,ASP,BAA,BAS,BAD,BAF,BAG,BAH,BAJ,AAAA,AAAS,AAAD,AAAF,AAAG,AAAH,AAAJ,AAAK,AAAL,AAAQ,AAAW,AAAE,AAAR,AAAT,AAAY,AAAU,AAAI,AAAO,AAAP,AAAZ,AAAX,AAAC,AAAV,AAAB,AAAN,AAAM,AASA,AASS,AASD,AASF,AASG,AASH,AASJ,AASK,AASL,AASQ,AASW,AASE,AASR,AAST,AASY,AASU,AASI,AASO,AASP,AASZ,AASX,AASC,AASV,AASB,AASN,AASM,AADA,AADS,AADS,AADD,AADF,AADG,AADH,AADJ,A,S,D,F,G,H,J,K,L,P,O,I,U,Y,T,R,E,W,Q,Z,X,C,V,B,N,M,Aa,Ss,Dd,Ff,Gg,Hh,Jj,Kk,Ll,Pp,Oo,Ii,Uu,Yy,Tt,Rr,Ee,Ww,Qq,Zz,Xx,Cc,Vv,Bb,Nn,Mm,a,s,d,f,g,h,j,k,l,p,o,i,u,y,t,r,e,w,q,z,x,c,v,b,n,m,aA,sS,dD,fF,Gg,Hh,Jj,Kk,Ll,Pp,Oo,Ii,Uu,Yy,Tt,Rr,Ee,Ww,Qq,Zz,Xx,Cc,Vv,Bb,Nn,Mm,aAa,aSa,aDa,aFa,aGa,aHa,aJa,aKa,aLa,aQa,aWa,aEa,aRa,aTa,aYa,aUa,aIa,aOa,aPa,aZa,axa,aza,aca,ava,aba,ana,ama,aaa,asa,aas,aad,aaf,aag,aah,aaj,aak,aal,aaq,aaw,aae,aar,aat,aay,aau,aai,aao,aap,aaz,aax,aac,aav,aab,aan,aam,asa,asd,asf,asg,ash,asj,ask,asl,asq,asw,ase,asr,ast,sy,asu,asi,aso,asp,asz,sx,asc,asv,asb,asn,asm,aza,azs,azd,azf,azg,azh,azj,azk,azl,zqa,azw,azr
1,0.666666667,0,0.333333333,0.666666667,0,0.333333333,0.666666667,0,0.333333333,0.666666667,0,0.333333333,0.666666667,0,0.333333333,0.666666667,0,0.333333333,0.666666667,0,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0,0.666666667,0.333333333,0.333333333,0.333333333,0,0.333333333,0.666666667,0.333333333,0.333333333,0.333333333,0.333333333,0.666666667,1.11E-16,0,1,0.25,0.75,0.181818182,0.818181818,0.133333333,0.866666667,0.111111111,0.888888889,0.090909091,0.909090909,0.16,0.84,0.275862069,0.724137931,0.34375,0.65625,0.416666667,0.583333333,0.41025641,0.58974359,0.372093023,0.627906977,0.347826087,0.652173913,0.32,0.68,0.358490566,0.641509434,0.403508772,0.596491228,0.442622951,0.557377049,0.4375,0.5625,0.441176471,0.558823529,0.464788732,0.535211268,0.493333333,0.506666667,0.512820513,0.487179487,0.487804878,0.512195122,0.494117647,0.505882353,0.516853933,0.483146067,0.5,0.5,0.510416667,0.489583333,0.525252525,0.474747475,0.54368932,0.45631068,0.547169811,0.452830189,33.33333333,33.33333333,33.33333333,33.33333333,66.66666667,0,0,0,0,0,100,100,100,100,100,33.33333333,33.33333333,33.33333333,33.33333333,66.66666667,0,0,0,0,0,100,100,100,100,100,33.33333333,33.33333333,33.33333333,33.33333333,66.66666667,0,0,0,0,0,100,100,100,100,100,33.33333333,33.33333333,33.33333333,33.33333333,66.66666667,0,0,0,0,0,100,100,100,100,100,33.33333333,33.33333333,33.33333333,33.33333333,66.66666667,0,0,0,0,0,100,100,100,100,100,33.33333333,33.33333333,33.33333333,33.33333333,66.66666667,0,0,0,0,0,100,100,100,100,100,33.33333333,33.33333333,33.33333333,33.33333333,66.66666667,0,0,0,0,0,100,100,100,100,100,66.66666667,66.66666667,66.66666667,66.66666667,66.66666667,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,33.33333333,33.33333333,33.33333333,33.33333333,66.66666667,66.66666667,66.66666667,66.66666667,66.66666667,66.66666667,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,100,100,100,100,100,0,0,0,0,0,100,100,100,100,100,33.33333333,33.33333333,33.33333333,33.33333333,66.66666667,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,100,100,100,100,100,66.66666667,66.66666667,66.66666667,66.66666667,66.66666667,100,100,100,100,100,33.33333333,33.33333333,33.33333333,33.33333333,66.66666667,0,0,0,0,0
1,0.5,0.5,0,1,0,0,1,0,0,1,0,0,1,0,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0,1,0.125,0.875,0.181818182,0.818181818,0.133333333,0.866666667,0.111111111,0.888888889,0.090909091,0.909090909,0.12,0.88,0.103448276,0.896551724,0.09375,0.90625,0.166666667,0.833333333,0.179487179,0.820512821,0.255813953,0.744186047,0.260869565,0.739130435,0.32,0.68,0.339622642,0.660377358,0.315789474,0.684210526,0.295081967,0.704918033,0.28125,0.71875,0.264705882,0.735294118,0.253521127,0.746478873,0.24,0.76,0.230769231,0.769230769,0.219512195,0.780487805,0.211764706,0.788235294,0.202247191,0.797752809,0.195652174,0.804347826,0.1875,0.8125,0.181818182,0.818181818,0.174757282,0.825242718,0.169811321,0.830188679,100,100,100,100,100,50,50,50,50,50,0,0,0,0,0,50,50,50,50,100,0,0,0,0,0,0,0,0,0,0,50,50,50,50,100,0,0,0,0,0,0,0,0,0,0,50,50,50,50,100,0,0,0,0,0,0,0,0,0,0,50,50,50,50,100,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,50,50,50,50,50,0,0,0,0,0,100,100,100,100,100,50,50,50,50,50,0,0,0,0,0,50,50,50,50,50,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,100,100,100,100,100,50,50,50,50,50,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,100,100,100,100,100,100,100,100,100,100,50,50,50,50,50,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,50,50,50,50,50
1,0.75,0,0.25,0.75,0,0.25,0.75,0,0.25,0.75,0,0.25,0.75,0.25,0,0.75,0,0.25,0.75,0,0.25,0,1,0,0.25,0,0.75,0,1,0,0,0.5,0.5,1,0,0,0.25,0.75,0,0,1,0,1,0.181818182,0.818181818,0.2,0.8,0.222222222,0.777777778,0.227272727,0.772727273,0.2,0.8,0.172413793,0.827586207,0.15625,0.84375,0.138888889,0.861111111,0.153846154,0.846153846,0.23255814,0.76744186,0.282608696,0.717391304,0.32,0.68,0.301886792,0.698113208,0.280701754,0.719298246,0.262295082,0.737704918,0.25,0.75,0.294117647,0.705882353,0.323943662,0.676056338,0.333333333,0.666666667,0.320512821,0.679487179,0.341463415,0.658536585,0.364705882,0.635294118,0.359550562,0.640449438,0.380434783,0.619565217,0.385416667,0.614583333,0.404040404,0.595959596,0.398058252,0.601941748,0.396226415,0.603773585,25,25,25,50,75,0,0,0,0,0,100,100,100,100,100,25,25,25,50,75,0,0,0,0,0,100,100,100,100,100,25,25,25,50,75,0,0,0,0,0,100,100,100,100,100,25,25,25,50,75,0,0,0,0,0,100,100,100,100,100,25,25,25,50,75,100,100,100,100,100,0,0,0,0,0,25,25,25,50,75,0,0,0,0,0,100,100,100,100,100,25,25,25,50,75,0,0,0,0,0,100,100,100,100,100,0,0,0,0,0,25,25,50,75,100,0,0,0,0,0,100,100,100,100,100,0,0,0,0,0,25,25,25,50,75,0,0,0,0,0,25,25,50,75,100,0,0,0,0,0,0,0,0,0,0,25,25,25,25,100,50,50,50,50,75,25,25,50,75,100,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,25,25,25,50,75,0,0,0,0,0
1,0.5,0.5,0,1,0,0,1,0,0,1,0,0,1,0,0,0.5,0.5,0,1,0,0,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0,1,0,1,0,1,0.133333333,0.866666667,0.111111111,0.888888889,0.090909091,0.909090909,0.08,0.92,0.137931034,0.862068966,0.15625,0.84375,0.194444444,0.805555556,0.179487179,0.820512821,0.162790698,0.837209302,0.195652174,0.804347826,0.18,0.82,0.20754717,0.79245283,0.245614035,0.754385965,0.229508197,0.770491803,0.265625,0.734375,0.308823529,0.691176471,0.323943662,0.676056338,0.306666667,0.693333333,0.294871795,0.705128205,0.280487805,0.719512195,0.270588235,0.729411765,0.258426966,0.741573034,0.25,0.75,0.239583333,0.760416667,0.232323232,0.767676768,0.223300971,0.776699029,0.216981132,0.783018868,50,50,50,50,50,100,100,100,100,100,0,0,0,0,0,50,50,50,50,100,0,0,0,0,0,0,0,0,0,0,50,50,50,50,100,0,0,0,0,0,0,0,0,0,0,50,50,50,50,100,0,0,0,0,0,0,0,0,0,0,50,50,50,50,100,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,100,100,100,100,100,0,0,0,0,0,50,50,50,50,100,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,50,50,50,50,50,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,50,50,50,50,50,100,100,100,100,100,50,50,50,50,50,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,50,50,50,50,50,50,50,50,50,50,0,0,0,0,0,100,100,100,100,100,0,0,0,0,0,50,50,50,50,50,100,100,100,100,100
1,0.333333333,0.666666667,1.11E-16,1,0,0,1,0,0,0.333333333,0.666666667,1.11E-16,1,0,0,0.333333333,0.666666667,1.11E-16,0.333333333,0.666666667,1.11E-16,0.666666667,0.333333333,5.55E-17,0,0.666666667,0.333333333,0.666666667,0.333333333,5.55E-17,0,0.666666667,0.333333333,0.333333333,0,0.666666667,0.666666667,0.333333333,5.55E-17,0,1,0.5,0.5,0.636363636,0.363636364,0.533333333,0.466666667,0.611111111,0.388888889,0.636363636,0.363636364,0.64,0.36,0.551724138,0.448275862,0.5,0.5,0.444444444,0.555555556,0.41025641,0.58974359,0.395348837,0.604651163,0.434782609,0.565217391,0.48,0.52,0.509433962,0.490566038,0.543859649,0.456140351,0.557377049,0.442622951,0.5625,0.4375,0.529411765,0.470588235,0.507042254,0.492957746,0.493333333,0.506666667,0.512820513,0.487179487,0.536585366,0.463414634,0.552941176,0.447058824,0.573033708,0.426966292,0.586956522,0.413043478,0.583333333,0.416666667,0.585858586,0.414141414,0.601941748,0.398058252,0.603773585,0.396226415,66.66666667,66.66666667,66.66666667,66.66666667,66.66666667,33.33333333,33.33333333,33.33333333,33.33333333,100,0,0,0,0,0,33.33333333,33.33333333,33.33333333,66.66666667,100,0,0,0,0,0,0,0,0,0,0,33.33333333,33.33333333,33.33333333,66.66666667,100,0,0,0,0,0,0,0,0,0,0,66.66666667,66.66666667,66.66666667,66.66666667,66.66666667,33.33333333,33.33333333,33.33333333,33.33333333,100,0,0,0,0,0,33.33333333,33.33333333,33.33333333,66.66666667,100,0,0,0,0,0,0,0,0,0,0,66.66666667,66.66666667,66.66666667,66.66666667,66.66666667,33.33333333,33.33333333,33.33333333,33.33333333,100,0,0,0,0,0,66.66666667,66.66666667,66.66666667,66.66666667,66.66666667,33.33333333,33.33333333,33.33333333,33.33333333,100,0,0,0,0,0,33.33333333,33.33333333,33.33333333,33.33333333,100,66.66666667,66.66666667,66.66666667,66.66666667,66.66666667,0,0,0,0,0,0,0,0,0,0,33.33333333,33.33333333,33.33333333,33.33333333,100,66.66666667,66.66666667,66.66666667,66.66666667,66.66666667,33.33333333,33.33333333,33.33333333,33.33333333,100,66.66666667,66.66666667,66.66666667,66.66666667,66.66666667,0,0,0,0,0,0,0,0,0,0,33.33333333,33.33333333,33.33333333,33.33333333,100,66.66666667,66.66666667,66.66666667,66.66666667,66.66666667,66.66666667,66.66666667,66.66666667,66.66666667,66.66666667,0,0,0,0,0,33.33333333,33.33333333,33.33333333,33.33333333,100,33.33333333,33.33333333,33.33333333,33.33333333,100,66.66666667,66.66666667,66.66666667,66.66666667,66.66666667,0,0,0,0,0
1,0,1,0,0,0.666666667,0.333333333,0.666666667,0,0.333333333,0.333333333,0.666666667,1.11E-16,0.333333333,0.666666667,1.11E-16,0.333333333,0.666666667,1.11E-16,0,0.333333333,0.666666667,1,0,0,0,1,0,0.666666667,0.333333333,5.55E-17,0,1,0,0.666666667,0,0.333333333,0.666666667,0,0.333333333,0.5,0.5,0.25,0.75,0.454545455,0.545454545,0.6,0.4,0.666666667,0.333333333,0.590909091,0.409090909,0.64,0.36,0.689655172,0.310344828,0.6875,0.3125,0.722222222,0.277777778,0.717948718,0.282051282,0.744186047,0.255813953,0.760869565,0.239130435,0.74,0.26,0.754716981,0.245283019,0.771929825,0.228070175,0.786885246,0.213114754,0.796875,0.203125,0.794117647,0.205882353,0.802816901,0.197183099,0.813333333,0.186666667,0.820512821,0.179487179,0.829268293,0.170731707,0.823529412,0.176470588,0.786516854,0.213483146,0.760869565,0.239130435,0.770833333,0.229166667,0.777777778,0.222222222,0.786407767,0.213592233,0.79245283,0.20754717,0,0,0,0,0,33.33333333,33.33333333,33.33333333,66.66666667,100,0,0,0,0,0,0,0,0,0,0,66.66666667,66.66666667,66.66666667,66.66666667,100,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,66.66666667,66.66666667,66.66666667,66.66666667,100,0,0,0,0,0,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,66.66666667,66.66666667,66.66666667,66.66666667,100,0,0,0,0,0,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,66.66666667,66.66666667,66.66666667,66.66666667,100,0,0,0,0,0,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,66.66666667,66.66666667,66.66666667,66.66666667,100,0,0,0,0,0,0,0,0,0,0,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,66.66666667,66.66666667,66.66666667,66.66666667,100,33.33333333,33.33333333,33.33333333,66.66666667,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33333333,33.33333333,33.33333333,66.66666667,100,0,0,0,0,0,66.66666667,66.66666667,66.66666667,66.66666667,100,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,0,0,0,0,0,0,0,0,0,0,33.33333333,33.33333333,33.33333333,66.66666667,100,0,0,0,0,0,66.66666667,66.66666667,66.66666667,66.66666667,100,0,0,0,0,0,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,66.66666667,66.66666667,66.66666667,66.66666667,100,0,0,0,0,0,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333
1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0.333333333,0.666666667,1.11E-16,0,0,1,0.333333333,0.666666667,1.11E-16,0,0,1,0.666666667,0,0.333333333,0,1,0,0,1,0,1,0,1,0.066666667,0.933333333,0.055555556,0.944444444,0.045454545,0.954545455,0.04,0.96,0.034482759,0.965517241,0.03125,0.96875,0.055555556,0.944444444,0.128205128,0.871794872,0.186046512,0.813953488,0.173913043,0.826086957,0.16,0.84,0.150943396,0.849056604,0.192982456,0.807017544,0.196721311,0.803278689,0.21875,0.78125,0.220588235,0.779411765,0.23943662,0.76056338,0.253333333,0.746666667,0.269230769,0.730769231,0.268292683,0.731707317,0.258823529,0.741176471,0.292134831,0.707865169,0.293478261,0.706521739,0.302083333,0.697916667,0.313131313,0.686868687,0.300970874,0.699029126,0.29245283,0.70754717,33.33333333,33.33333333,33.33333333,66.66666667,100,0,0,0,0,0,0,0,0,0,0,33.33333333,33.33333333,33.33333333,66.66666667,100,0,0,0,0,0,0,0,0,0,0,33.33333333,33.33333333,33.33333333,66.66666667,100,0,0,0,0,0,0,0,0,0,0,33.33333333,33.33333333,33.33333333,66.66666667,100,0,0,0,0,0,0,0,0,0,0,33.33333333,33.33333333,33.33333333,66.66666667,100,0,0,0,0,0,0,0,0,0,0,33.33333333,33.33333333,33.33333333,66.66666667,100,0,0,0,0,0,0,0,0,0,0,33.33333333,33.33333333,33.33333333,66.66666667,100,0,0,0,0,0,0,0,0,0,0,66.66666667,66.66666667,66.66666667,66.66666667,66.66666667,33.33333333,33.33333333,33.33333333,33.33333333,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33333333,33.33333333,33.33333333,66.66666667,100,66.66666667,66.66666667,66.66666667,66.66666667,66.66666667,33.33333333,33.33333333,33.33333333,33.33333333,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33333333,33.33333333,33.33333333,66.66666667,100,33.33333333,33.33333333,33.33333333,33.33333333,100,0,0,0,0,0,66.66666667,66.66666667,66.66666667,66.66666667,66.66666667,0,0,0,0,0,33.33333333,33.33333333,33.33333333,66.66666667,100,0,0,0,0,0
1,0.8,0.2,-5.55E-17,0.8,0.2,-5.55E-17,0.8,0.2,-5.55E-17,0.8,0.2,-5.55E-17,1,0,0,0.8,0.2,-5.55E-17,0.8,0.2,-5.55E-17,0.4,0.4,0.2,0,0.2,0.8,0.4,0.4,0.2,0.2,0.2,0.6,0.6,0,0.4,0.2,0.8,0,0,1,0,1,0,1,0.133333333,0.866666667,0.166666667,0.833333333,0.227272727,0.772727273,0.2,0.8,0.172413793,0.827586207,0.15625,0.84375,0.138888889,0.861111111,0.128205128,0.871794872,0.139534884,0.860465116,0.195652174,0.804347826,0.26,0.74,0.301886792,0.698113208,0.315789474,0.684210526,0.295081967,0.704918033,0.28125,0.71875,0.264705882,0.735294118,0.253521127,0.746478873,0.24,0.76,0.269230769,0.730769231,0.304878049,0.695121951,0.329411765,0.670588235,0.359550562,0.640449438,0.380434783,0.619565217,0.40625,0.59375,0.424242424,0.575757576,0.417475728,0.582524272,0.433962264,0.566037736,20,20,40,60,100,80,80,80,80,80,0,0,0,0,0,20,20,40,60,80,100,100,100,100,100,0,0,0,0,0,20,20,40,60,80,100,100,100,100,100,0,0,0,0,0,20,20,40,60,100,80,80,80,80,80,0,0,0,0,0,20,20,40,60,100,0,0,0,0,0,0,0,0,0,0,20,20,40,60,100,80,80,80,80,80,0,0,0,0,0,20,20,40,60,100,80,80,80,80,80,0,0,0,0,0,60,60,60,60,80,20,20,20,20,40,100,100,100,100,100,0,0,0,0,0,80,80,80,80,80,20,20,40,60,100,60,60,60,60,80,20,20,20,20,40,100,100,100,100,100,100,100,100,100,100,80,80,80,80,80,20,20,20,40,60,20,20,20,40,100,0,0,0,0,0,60,60,60,60,80,80,80,80,80,80,20,20,40,60,100,0,0,0,0,0
1,0.5,0.5,0,0.5,0.5,0,1,0,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0.5,0,0.5,1,0,0,0,0.5,0.5,1,0,0,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.25,0.75,0.25,0.75,0.363636364,0.636363636,0.266666667,0.733333333,0.222222222,0.777777778,0.181818182,0.818181818,0.2,0.8,0.206896552,0.793103448,0.21875,0.78125,0.25,0.75,0.256410256,0.743589744,0.279069767,0.720930233,0.304347826,0.695652174,0.32,0.68,0.301886792,0.698113208,0.280701754,0.719298246,0.262295082,0.737704918,0.25,0.75,0.235294118,0.764705882,0.225352113,0.774647887,0.213333333,0.786666667,0.205128205,0.794871795,0.195121951,0.804878049,0.188235294,0.811764706,0.179775281,0.820224719,0.173913043,0.826086957,0.166666667,0.833333333,0.161616162,0.838383838,0.155339806,0.844660194,0.150943396,0.849056604,100,100,100,100,100,50,50,50,50,50,0,0,0,0,0,100,100,100,100,100,50,50,50,50,50,0,0,0,0,0,50,50,50,50,100,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,50,50,50,50,50,0,0,0,0,0,100,100,100,100,100,50,50,50,50,50,0,0,0,0,0,100,100,100,100,100,50,50,50,50,50,0,0,0,0,0,100,100,100,100,100,0,0,0,0,0,50,50,50,50,50,50,50,50,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,100,100,100,100,100,50,50,50,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,100,100,100,100,100,50,50,50,50,50,0,0,0,0,0,100,100,100,100,100,50,50,50,50,50,100,100,100,100,100,0,0,0,0,0
1,0.666666667,0,0.333333333,0.333333333,0.666666667,1.11E-16,0.666666667,0.333333333,5.55E-17,0.333333333,0.333333333,0.333333333,0.666666667,0.333333333,5.55E-17,0.666666667,0,0.333333333,0.666666667,0,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0,0.666666667,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.666666667,1.11E-16,0,1,0,1,0,1,0.266666667,0.733333333,0.388888889,0.611111111,0.409090909,0.590909091,0.36,0.64,0.310344828,0.689655172,0.28125,0.71875,0.277777778,0.722222222,0.333333333,0.666666667,0.325581395,0.674418605,0.369565217,0.630434783,0.36,0.64,0.358490566,0.641509434,0.368421053,0.631578947,0.360655738,0.639344262,0.390625,0.609375,0.397058824,0.602941176,0.422535211,0.577464789,0.44,0.56,0.461538462,0.538461538,0.475609756,0.524390244,0.494117647,0.505882353,0.516853933,0.483146067,0.532608696,0.467391304,0.53125,0.46875,0.515151515,0.484848485,0.495145631,0.504854369,0.481132075,0.518867925,66.66666667,66.66666667,66.66666667,66.66666667,100,0,0,0,0,0,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,66.66666667,66.66666667,66.66666667,66.66666667,66.66666667,33.33333333,33.33333333,33.33333333,33.33333333,100,0,0,0,0,0,66.66666667,66.66666667,66.66666667,66.66666667,100,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,0,0,0,0,0,66.66666667,66.66666667,66.66666667,66.66666667,66.66666667,100,100,100,100,100,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,66.66666667,66.66666667,66.66666667,66.66666667,100,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,0,0,0,0,0,66.66666667,66.66666667,66.66666667,66.66666667,100,0,0,0,0,0,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,66.66666667,66.66666667,66.66666667,66.66666667,100,0,0,0,0,0,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,66.66666667,66.66666667,66.66666667,66.66666667,66.66666667,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,100,100,100,100,100,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,0,0,0,0,0,66.66666667,66.66666667,66.66666667,66.66666667,100,66.66666667,66.66666667,66.66666667,66.66666667,66.66666667,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,100,100,100,100,100,100,100,100,100,100,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,66.66666667,66.66666667,66.66666667,66.66666667,66.66666667,100,100,100,100,100,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,66.66666667,66.66666667,66.66666667,66.66666667,66.66666667,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,66.66666667,66.66666667,66.66666667,66.66666667,100,0,0,0,0,0
1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0.090909091,0.909090909,0.133333333,0.866666667,0.111111111,0.888888889,0.090909091,0.909090909,0.08,0.92,0.137931034,0.862068966,0.15625,0.84375,0.166666667,0.833333333,0.153846154,0.846153846,0.186046512,0.813953488,0.217391304,0.782608696,0.2,0.8,0.188679245,0.811320755,0.175438596,0.824561404,0.163934426,0.836065574,0.15625,0.84375,0.147058824,0.852941176,0.14084507,0.85915493,0.133333333,0.866666667,0.128205128,0.871794872,0.12195122,0.87804878,0.117647059,0.882352941,0.112359551,0.887640449,0.108695652,0.891304348,0.104166667,0.895833333,0.101010101,0.898989899,0.097087379,0.902912621,0.094339623,0.905660377,25,25,50,75,100,0,0,0,0,0,0,0,0,0,0,25,25,50,75,100,0,0,0,0,0,0,0,0,0,0,25,25,50,75,100,0,0,0,0,0,0,0,0,0,0,25,25,50,75,100,0,0,0,0,0,0,0,0,0,0,25,25,50,75,100,0,0,0,0,0,0,0,0,0,0,25,25,50,75,100,0,0,0,0,0,0,0,0,0,0,25,25,50,75,100,0,0,0,0,0,0,0,0,0,0,25,25,50,75,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,50,75,100,25,25,50,75,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,50,75,100,0,0,0,0,0,0,0,0,0,0,25,25,50,75,100,0,0,0,0,0,25,25,50,75,100,0,0,0,0,0
1,0.5,0.5,0,1,0,0,1,0,0,0.5,0.5,0,1,0,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0,1,0,1,0.090909091,0.909090909,0.333333333,0.666666667,0.444444444,0.555555556,0.409090909,0.590909091,0.36,0.64,0.310344828,0.689655172,0.28125,0.71875,0.25,0.75,0.230769231,0.769230769,0.302325581,0.697674419,0.347826087,0.652173913,0.4,0.6,0.433962264,0.566037736,0.473684211,0.526315789,0.508196721,0.491803279,0.53125,0.46875,0.514705882,0.485294118,0.535211268,0.464788732,0.56,0.44,0.538461538,0.461538462,0.548780488,0.451219512,0.564705882,0.435294118,0.584269663,0.415730337,0.576086957,0.423913043,0.59375,0.40625,0.606060606,0.393939394,0.621359223,0.378640777,0.632075472,0.367924528,100,100,100,100,100,50,50,50,50,50,0,0,0,0,0,50,50,50,50,100,0,0,0,0,0,0,0,0,0,0,50,50,50,50,100,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,50,50,50,50,50,0,0,0,0,0,50,50,50,50,100,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,50,50,50,50,50,0,0,0,0,0,100,100,100,100,100,50,50,50,50,50,0,0,0,0,0,50,50,50,50,50,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,100,100,100,100,100,50,50,50,50,50,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,50,50,50,50,50,50,50,50,50,50,100,100,100,100,100,0,0,0,0,0
